raw_affiliation_string,label
"Turbulence and Aerodynamics Research Group (TUAREG), Universitat Politècnica de Catalunya, Colom 11, 08222 Terrassa, Barcelona, Spain",Universitat Politècnica de Catalunya {https://ror.org/03mb6wj31}
Aus der III. medizinischen Klinik der Kaiserlichen Universitat zu Kioto,Kyoto University {https://ror.org/02kpeqv85}
"6 Department of Nuclear Medicine, Klinikum Rechts der Isar, Technische Universität München, Munich, Germany.",Rechts der Isar Hospital {https://ror.org/04jc43x05}|Technical University of Munich {https://ror.org/02kkvpp62}
"Univ.-Augenklinik Münster, Deutschland",University Hospital Münster {https://ror.org/01856cw59}
"Doktor der Philosophie (PhD)  zu den psychologischen Wissenschaften,  Nationale Universität von Usbekistan",National University of Uzbekistan {https://ror.org/011647w73}
"Abteilung für Medizinische Technik und Datenverarbeitung, Universitätsklinik für Chirurgie,Graz, , AT",Graz University Hospital {https://ror.org/00pw0pp06}
"RISystem AG, Talstraße 2A, 7270 Davos, Switzerland.",
"Institut für Organische und Biomolekulare Chemie, Georg‐August‐Universität Göttingen, Tammanstraße 2, 37077 Göttingen, Germany, Fax: + 49‐551‐399475",University of Göttingen {https://ror.org/01y9bpm73}
"Institut für Anorganische Chemie und Strukturchemie, Heinrich-Heine-Universität, 40225 Düsseldorf, Germany, http://www.metallorganik.hhu.de/",Heinrich Heine University Düsseldorf {https://ror.org/024z2rq82}
"Technische Univ. BerlinEcohydrology and Landscape EvaluationErnst-Reuter-Platz 1, 10587BerlinGermany",Technische Universität Berlin {https://ror.org/03v4gjf40}
"Institut für Geowissenschaften, Universität Mainz, D 55099 Mainz, Germany",Johannes Gutenberg University Mainz {https://ror.org/023b0x485}
"Klinik für Anästhesiologie und Operative Intensivmedizin, Klinikum der Chirstian-Albrechts-Universität zu Kiel, Kiel",Kiel University {https://ror.org/04v76ef78}
Haut‐ und Laserzentrum Heidelberg Heidelberg Deutschland,
"Helmholtz‐Zentrum Potsdam, Deutsches GeoForschungsZentrum (GFZ), Telegrafenberg, 14473 Potsdam, Deutschland",Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences {https://ror.org/04z8jg394}
"bEuropean Neuroscience Institute, Grisebachstrasse 5, Göttingen 37077, Germany",European Neuroscience Institute Göttingen {https://ror.org/029w5ya68}
"Inst. of Phys., Regensburg Univ., Regensburg",University of Regensburg {https://ror.org/01eezs655}
"Agilent Technologies,",Agilent Technologies (United States) {https://ror.org/02tryst02}
1 Clinical & Experimental Sciences and.,
"Division of Vascular Surgery, UCLA, Gonda Vascular Center, Los Angeles, USA.","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Snamprogetti S.p.A. Research Laboratories, Via Maritano 26, 20097 San Donato Milanese, (MI Italy",
"UNIVERSITY OF Chicago, Cincinnati, OH",University of Chicago {https://ror.org/024mw5h28}
"Synopsys India Pvt. Ltd., Mumbai",
"Dep. Agric. Chem., Meiji Univ., Kawasaki 214, Japan",Meiji University {https://ror.org/02rqvrp93}
Kharagpur India,
"Changhai Hospital,Shanghai,China",Changhai Hospital {https://ror.org/02bjs0p66}
"Abu Dhabi National Oil Company, ADNOC",Abu Dhabi National Oil (United Arab Emirates) {https://ror.org/010e8pt90}
"Anqing Normal College,Anqing 246011,China)",Anqing Normal University {https://ror.org/0127ytz78}
Immunology Program,
"Metropolitan Hospital, Piraeus, Greece",Metropolitan Hospital {https://ror.org/05a3efx98}
"Medical Department, Janssen Cilag., Madrid, Spain.",
"Department of Management, Odense University, DK 5230, Odense Denmark",
Zhuhai Founder PCB Development Co,
Bioplante,
"CWI, GB Amsterdam, The Netherlands",Centrum Wiskunde & Informatica {https://ror.org/00x7ekv49}
"Cardiologist, Dunedin Hospital, Dunedin",Dunedin Public Hospital {https://ror.org/029gprt07}
"Police Hospital, Medical, Mumbai, India",
Inst. Eurecom,EURECOM {https://ror.org/00sse7z02}
"Lincoln Institute ,",Lincoln Institute of Land Policy {https://ror.org/04k5gs878}
"Recombinetics, Inc., St Paul, USA",Recombinetics (United States) {https://ror.org/00hghab13}
Editorial Adviser,
"Plant Molecular & Cellular Genetics & Centre for Plant Molecular Biology, Bose Institute, Calcutta, India",Bose Institute {https://ror.org/01a5mqy88}
"KEEP’MOTION,,,Luzinay,,France",
Donetsk Botanical Garden,Donetsk Botanical Garden {https://ror.org/04a3ynd76}
"IIES, Stockholm University, Sweden",Stockholm University {https://ror.org/05f0yaq80}
"Caroline Institute, Stockholm.",Karolinska Institutet {https://ror.org/056d84691}
"Biological Oceanography Laboratory, Facultad de Ciencias del Mar, Campus Universitario de Tafira",Universidad de Las Palmas de Gran Canaria {https://ror.org/01teme464}
"Centro de Perfeccionamiento y Experimentación en Investigaciones Pedagógicas, Dep Inv, Santiago de Chile, Chile",
"Faculty of Medicine, Universidad Autonoma del Estado de Puebla, Puebla",Benemérita Universidad Autónoma de Puebla {https://ror.org/03p2z7827}
"Instituto Universitario de Física Aplicada a las Ciencias y las Tecnologías, Universidad de Alicante, P.O. Box 99, E-03080 Alicante, Spain",University of Alicante {https://ror.org/05t8bcz72}
"Unidad Gestión Clínica Medicina Interna, Hospital Universitario Virgen del Rocío, Seville, Spain.",Hospital Universitario Virgen del Rocío {https://ror.org/04vfhnm78}
"Servicio de Urología, Hospital Universitario Central de Asturias, Oviedo, Asturias, Spain",Central University Hospital of Asturias {https://ror.org/03v85ar63}
Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla Instituto de Biomedicina de Sevilla Seville Spain,Hospital Universitario Virgen del Rocío {https://ror.org/04vfhnm78}|Universidad de Sevilla {https://ror.org/03yxnpp24}|Consejo Superior de Investigaciones Científicas {https://ror.org/02gfc7t72}|Instituto de Biomedicina de Sevilla {https://ror.org/031zwx660}
"Departamento de Biología, Facultad de Química, Universidad Nacional Autónoma de México, México DF, México.",Universidad Nacional Autónoma de México {https://ror.org/01tmp8f25}
"Departamento de Mejora Genética Vegetal, Instituto de Agricultura Sostenible, Agencia Estatal Consejo Superior de Investigaciones Científicas (CSIC), Avenida Menéndez Pidal s/n, Campus Alameda del Obispo, 14004 Córdoba, Spain.",Instituto de Agricultura Sostenible {https://ror.org/039vw4178}|Consejo Superior de Investigaciones Científicas {https://ror.org/02gfc7t72}
"Servicio de Infecciones, Unidad de VIH-SIDA, Hospital Clínic de Barcelona, Barcelona, España.",Hospital Clínic de Barcelona {https://ror.org/02a2kzf50}
"Departamento de Genética y Biología Molecular, CINVESTAV, IPN, México, D.F.",Center for Research and Advanced Studies of the National Polytechnic Institute {https://ror.org/009eqmr18}|Instituto Politécnico Nacional {https://ror.org/059sp8j34}
"Universidad Nacional Autónoma de Nicaragua, León. Facultad de Ciencias Agrarias y Veterinarias. Departamento de Agroecología. Centro de Investigación en Ciencias Agrarias y Veterinarias",Universidad Nacional Autónoma de Nicaragua-León {https://ror.org/024ce2263}
Instituto de Educación Superior Tecnológico Privado “La Pontificia”,
"4Instituto de Astronomía y Meteorología, Universidad de Guadalajara, Guadalajara, Jal. 44130, México",University of Guadalajara {https://ror.org/043xj7k26}
MÉDICO RADIOLOGO. PROFESOR ASOCIADO CARRERA DE MEDICINA. UNIVERSIDAD NACIONAL DE COLOMBIA.,Universidad Nacional de Colombia {https://ror.org/059yx9a68}
"Visiting Professor, Centro de Génetica Colegio de Postgraduados, Chapingo, México.",Colegio de Postgraduados {https://ror.org/00qfnf017}
"Servicio de Hematologia, Hospital Universitario de Salamanca",
"Research Department, Fundación Universitaria Católica Lumen Gentium, Cali, Colombia",Fundación Universitaria Católica Lumen Gentium {https://ror.org/03nbh7398}
"Medicina Nuclear, Hospital Universitario de Navarra, Pamplona, Navarra, Spain",Complejo Hospitalario de Navarra {https://ror.org/011787436}
Hospital Santa Paula,Hospital Santa Paula {https://ror.org/00xfx4h06}
"Dept de Matemática Aplicada II, Universidad Politécnica de Catalunya, Terrassa, Spain",Universitat Politècnica de Catalunya {https://ror.org/03mb6wj31}
Instituto de Agricultura Sostenible-CSIC,Instituto de Agricultura Sostenible {https://ror.org/039vw4178}|Consejo Superior de Investigaciones Científicas {https://ror.org/02gfc7t72}
codirector,
"European Software Institute (ESI), Zamudio, (Bizkaia), Spain#TAB#",
دانشجوی کارشناس ارشد سازه‌های آبی، گروه مهندسی آب، دانشکده کشاورزی، دانشگاه تبریز,University of Tabriz {https://ror.org/01papkj44}
استادیار اقلیم‌شناسی دانشگاه خوارزمی تهران، ایران.,Kharazmi University {https://ror.org/05hsgex59}
استاد دانشکده علوم اداری و اقتصاد دانشگاه فردوسی مشهد,Ferdowsi University of Mashhad {https://ror.org/00g6ka752}
گروه پزشکی قانونی دانشگاه علوم پزشکی ایران,Iran University of Medical Sciences {https://ror.org/03w04rv71}
کرمانشاه-دانشکده کشاورزی، گروه ترویج و توسعه روستایی، دانشگاه رازی کرمانشاه,Razi University {https://ror.org/02ynb0474}
استادیار دانشکده علوم کشاورزی دانشگاه پیام نور,Payame Noor University {https://ror.org/031699d98}
هیات علمی دانشگاه شهید بهشتی,Shahid Beheshti University {https://ror.org/0091vmj44}
استادیار اقتصاد کشاورزی دانشگاه آزاد اسلامی واحد مبارکه,Islamic Azad University Mobarakeh {https://ror.org/01a3xr262}
مربی گروه مهندسی بهداشت محیط، دانشکده بهداشت، دانشگاه علوم پزشکی همدان,Hamedan University of Medical Sciences {https://ror.org/02ekfbp48}
واحد علوم و تحقیقات، دانشگاه آزاد، تهران,"Islamic Azad University, Tehran {https://ror.org/01kzn7k21}"
کارشناسان‌ مرکز تحقیقات‌ کشاورزی و منابع‌ طبیعی‌ استان‌ گیلان‌.,
استاد،گروه جغرافیا و برنامه ریزی روستایی، دانشکده علوم انسانی، دانشگاه تربیت مدرس,Tarbiat Modares University {https://ror.org/03mwgfy56}
دانشکده ی مهندسی عمران، دانشگاه شهید باهنرکرمان,Shahid Bahonar University of Kerman {https://ror.org/04zn42r77}
دانش‌آموختۀ کارشناسی ارشد باستان‌شناسی دانشگاه تهران,University of Tehran {https://ror.org/05vf56z40}
کارشناس ارشد باشگاه پژوهشگران جوان و نخبگان، واحد اصفهان (خوراسگان)، دانشگاه آزاد اسلامی، اصفهان، ایران,"Islamic Azad University, Isfahan {https://ror.org/039zhhm92}"
دانشجوی دکتری علوم اجتماعی، دانشگاه کاشان,University of Kashan {https://ror.org/015zmr509}
دانشجوی دکترای جغرافیا – دانشگاه اصفهان,University of Isfahan {https://ror.org/05h9t7759}
دانشجوی دکتری رشته شیعه شناسی دانشگاه ادیان ومذاهب,University of Religions and Denominations {https://ror.org/01s8nf094}
دانشکده‌ی فنی و مهندسی بخش مهندسی صنایع، دانشگاه تربیت مدرس,Tarbiat Modares University {https://ror.org/03mwgfy56}
هیئت علمی دانشگاه الزهرا,Alzahra University {https://ror.org/013cdqc34}
عضو هیأت علمی دانشگاه الزهرا,Alzahra University {https://ror.org/013cdqc34}
Chung-Ang university,Chung-Ang University {https://ror.org/01r024a98}
"Département de Pharmacie, Ecole Nationale des Sciences Biologiques, IPN, Mexico D.F., Mexique.",Instituto Politécnico Nacional {https://ror.org/059sp8j34}
"Laboratoire de Photovoltaïque, des Semiconducteurs et des Nanostructures, Centre de Recherche et des Technologies de l’énergie, BP 95 Hammam-Lif 2050, Tunisia",Research and Technology Center of Energy {https://ror.org/00dyead60}
"Centre National de la Recherche Scientifique, Equipe de Recherche Labellisée 5294, Hôpital Purpan, F-31300 Toulouse, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Hôpital Purpan {https://ror.org/03vcx3f97}
"Service de Pneumologie, Centre Hospitalier, Chartres, France",Les Hôpitaux de Chartres {https://ror.org/0267er755}
"Service de médecine du travail et de pathologie professionnelle, CHU de Bordeaux, groupe hospitalier Pellegrin, bâtiment PQR, entrée 2, 2e étage, place Amélie-Raba-Léon, 33076 Bordeaux cedex, France",Centre Hospitalier Universitaire de Bordeaux {https://ror.org/01hq89f96}|Hôpital Pellegrin {https://ror.org/02x581406}
"Service de biophysique et médecine nucléaire, hôpitaux universitaires de Strasbourg, avenue Molière, 67100 Strasbourg, France",Hôpitaux Universitaires de Strasbourg {https://ror.org/04bckew43}
"Laboratoire de physique du solide, FST, Université de Haute-Alsace, 4 rue des Frères Lumière, 68093 Mulhouse Cedex, France",University of Upper Alsace {https://ror.org/04k8k6n84}
"CNRS, Univ. Lyon I, 69622 Villeurbanne, Fr.",Claude Bernard University Lyon 1 {https://ror.org/029brtt94}|French National Centre for Scientific Research {https://ror.org/02feahw73}
"Agence nationale pour l’amélioration des conditions de travail, France",L’Agence Nationale pour l’amélioration des Conditions de Travail {https://ror.org/04ncvnx26}
"Centre de Recherche sur les Matérlaux à Haute Températures – CNRS, 45071 Orléans cedex 2, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Conditions Extrêmes et Matériaux Haute Température et Irradiation {https://ror.org/02zs48f23}
"Laboratoire de Géologie de LyonUniversité Lyon 1, Ecole Normale Supérieure de Lyon, Université Lyon, CNRSLyon France","Claude Bernard University Lyon 1 {https://ror.org/029brtt94}|École Normale Supérieure de Lyon {https://ror.org/04zmssz18}|French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Lyon {https://ror.org/01rk35k63}|Laboratoire de Géologie de Lyon : Terre, Planètes et Environnement {https://ror.org/04t89f389}"
"INRA, UR 1115 Plantes et Systèmes de culture Horticoles, Domaine Saint Paul, Site Agroparc, F-84000 Avignon, France",French National Institute for Agricultural Research {https://ror.org/01x3gbx83}|Plants and Cropping Systems in Horticulture {https://ror.org/0024c1w94}
"Laboratoire IRIT, Université Paul Sabatier, Toulouse F-31062, France",Toulouse Institute of Computer Science Research {https://ror.org/01rx4qw44}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}
"Commissariat á l'Energie Atomique, Centre d'Etudes Nucléaires de Saclay Service des Etudes de Mécanique, France",Saclay Nuclear Research Centre {https://ror.org/01fv25t22}|Atomic Energy and Alternative Energies Commission {https://ror.org/00jjx8s55}
"Centre de Physique Moléculaire Optique et Hertzienne, Université de Bordeaux I, 33405 Talence Cedex, #N#France",University of Bordeaux {https://ror.org/057qpr032}
"Galephar MF, R&D Center, B-6900 Marche en Famenne, Belgium",
"Service de pneumologie « C », hôpital A.-Mami, Ariana, Tunisie",Abderrahmane Mami Hospital {https://ror.org/04w40b524}
"Synovial Fluid Laboratory, Instituto Nacional de Rehabilitación “Luis Guillermo Ibarra Ibarra”, Mexico City, Mexico",Instituto Nacional de Rehabilitación {https://ror.org/03734cd59}
"Centro Oceanográfico de Málaga (IEO), Puerto Pesquero, s/n, 29640, Fuengirola, Spain",Centro Oceanográfico de Málaga {https://ror.org/05wy0y692}
"IOBA (Instituto Universitario de Oftalmobiología), Universidad de Valladolid, Valladolid, España",Universidad de Valladolid {https://ror.org/01fvbaw18}
"KIMS, Hubli, Karnataka, India",Karnataka Institute of Medical Sciences {https://ror.org/03d6dzy78}
"Vipnet d.o.o., Vrtni put 1, Croatia",
"Bina Nusantara (BINUS) Jakarta,  Indonesia",Binus University {https://ror.org/03zmf4s77}
"Sultan Ageng Tirtayasa University, Banten",Sultan Ageng Tirtayasa University {https://ror.org/05dmr4w13}
Fakultas Ilmu Politik dan Ilmu Sosial#R##N#Universitas Brawijaya,University of Brawijaya {https://ror.org/01wk3d929}
Universitas Ksatria Makasar,Universitas Satria Makassar {https://ror.org/04shjje75}
Politeknik LP3i Jakarta,
"Dinas PU Pengairan Daerah Kabupaten Nganjuk, Jawa Timur",
"Balai Besar Penelitian dan Pengembangan Tanaman Obat dan Obat Tradisional #R##N#Badan Litbangkes, Kementerian Kesehatan Republik Indonesia",Ministry of Health {https://ror.org/03r419717}
"Fakultas Bisnis Universitas Kristen Duta Wacana#N#Jl. Dr. Wihidin Sudiro Husodo 5 - 25, Yogyakarta, 55224",Duta Wacana Christian University {https://ror.org/036agwg70}
"Program Studi Ilmu Kesehatan Masyarakat Program Pascasarjana Universitas Indonesia Timur, Makassar",Universitas Indonesia Timur {https://ror.org/04brc3a25}
Yayasan Bina Darma,
Geografi UNP,State University of Padang {https://ror.org/04jrfgq66}
e-mail: jsg0005@tigermail.auburn.edu).,
"Department of Clinical Research in Neurology, Università degli Studi di Bari Aldo Moro, Bari, Italy.",University of Bari Aldo Moro {https://ror.org/027ynra39}
"Divisione di Neurochirurgia, Ospedale Civile di Udine",Ospedale Santa Maria della Misericordia di Udine {https://ror.org/02zpc2253}
"Dipartimento di Medicina Clinica e Sperimentale, Università di Pisa, Via Roma 55, 56126 Pisa, Italy.",University of Pisa {https://ror.org/03ad39j10}
Gabiuetto di Fisica della R. Università di Sassari,University of Sassari {https://ror.org/01bnjbv91}
"Dipartimento di Informatica e Sistemistica, Università di Roma “La Sapienza” Via Salaria 113, 00198, Rome, Italyf1E-mail: [email protected], [email protected]#TAB#",Sapienza University of Rome {https://ror.org/02be6w209}
"DICATECh: Dipartimento di Ingegneria Civile, Ambientale, del Territorio, Edile e di Chimica, Polytechnic of Bari, Campus Universitario, via Orabona 4,70125 Bari,Italy",Polytechnic University of Bari {https://ror.org/03c44v465}
"Dipartimento di Matematica, Università di Pavia, Via Ferrata 5, I-27100, Pavia, Italy.",University of Pavia {https://ror.org/00s6t1f81}
"CEC s.r.l., Gruppo ALTRAN, via Lima 41, 00198 Rome, Italy",Altran (Italy) {https://ror.org/04xhfgr69}
"University “Magna Graecia” of Catanzaro, Catanzaro, Italy",Magna Graecia University {https://ror.org/0530bdk91}
"Istituto di Clinica Psichiatrica, Università, SUN, Naples, Italy","University of Campania ""Luigi Vanvitelli"" {https://ror.org/02kqnpp86}"
"Dipartimento Elettrico, Elettronico e Sistemistico Viale A. Doria, 6, 95125, Catania, Italy",
"Dipartimento di Fisica, Università di Roma Tre and Istituto Nazionale di Fisica Nucleare sezione di Roma Tre, Via Vasca Navale 84, 00146 Roma, Italy",Roma Tre University {https://ror.org/05vf0dg29}|INFN Sezione di Roma III {https://ror.org/009wnjh50}
Università di Milano. carlo.lavecchia@unimi.it.,University of Milan {https://ror.org/00wjc7c48}
"Univ. di Padov astradella San Nicola, Vicenza",University of Padua {https://ror.org/00240q980}
"Department of Otolaryngology, Kawasaki Medical School, 577 Matsushima, Kurashiki, Okayama 701-0192, Japan",Kawasaki Medical School {https://ror.org/059z11218}
東京都臨床医学総合研究所腫瘍細胞研究室,Tokyo Metropolitan Institute of Medical Science {https://ror.org/00vya8493}
慶応義塾大学大学院社会学研究科,Keio University {https://ror.org/02kn6nx58}
北海道教育大学旭川校家庭科,Hokkaido University of Education {https://ror.org/02gn38d51}
兵庫県立大学環境人間学部食環境栄養課程,University of Hyogo {https://ror.org/0151bmh98}
(財) 鉄道総合技術研究所防災技術研究部,Railway Technical Research Institute {https://ror.org/036vt3264}
東北大・院医・環境保健医学,Tohoku University {https://ror.org/01dq60k83}
広畑小学校,
愛知製鋼,
"Hyogo College of Medicine, Mukogawa, Nishinomiya (Japan)",Hyogo Medical University {https://ror.org/001yc7927}
"Research Department, Fujimori Kogyo Co., Ltd., Imaikami‐Cho, Kawasaki‐Shi, Japan",Zacros (Japan) {https://ror.org/05dy80606}
"URIKA, LLC., Mukilteo, WA, USA",
"Fujinomiya Laboratory, Fuji Photo Film Co. Ltd, 200 Onakazato, Fujinomiya, 418-8666, Shizuoka, Japan.",Fujifilm (Japan) {https://ror.org/0493bmq37}
"New Cosmos Electric, 2-5-4 Mitsuya-Naka, Yodogawa-ku, Osaka 532, Japan",
"Ohnishi Orthodontic Clinic, 1-4-8, Shibata, Kita-Ku, Osaka 530-0012, Japan",
"Fujifilm-Wako Inc., Osaka, Japan.",
秋田大学大学院医学教育学講座,Akita University {https://ror.org/03hv1ad10}
大阪市立大学医学部附属病院中央放射線部,Osaka City University Hospital {https://ror.org/05mxean80}
富山医科薬科大学医学部生理学教室,
静岡薬科大学生化学,
佐賀大学大学院工学系研究科システム創成科学専吹,Saga University {https://ror.org/04f4wg107}
日立造船(株)環境・プラント事業本部開発企画部,Hitachi Zosen (Japan) {https://ror.org/05fvfp460}
韓国エネルギー技術研究院,
アムステルダム大学,University of Amsterdam {https://ror.org/04dkp9463}
ティアック株式会社,TEAC (Japan) {https://ror.org/00yzwhc72}
岐阜大学総合情報メディアセンター,Gifu University {https://ror.org/024exxj48}
同志社大学生命医科学部・生命医科学研究科:同志社大学ニューロセンシング・バイオナビゲーション研究センター,Doshisha University {https://ror.org/01fxdkm29}
KDDI研究所ソフトウェアインテグレーションG,KDDI Research (Japan) {https://ror.org/05qsqt662}
埼玉医科大学国際医療センター  中央検査部,Saitama International Medical Center {https://ror.org/03ftky336}
北海道大学 学生相談総合センター アクセシビリティ支援室,Hokkaido University {https://ror.org/02e16g702}
北翔大学，キングプロジェクト,Hokusho University {https://ror.org/001wjeh94}
フォトジャーナリスト,
国立水俣病総合研究センター疫学研究部調査室,National Institute for Minamata Disease {https://ror.org/052rvxk90}
"CNR-ISTC, Roma, Italy",National Research Council {https://ror.org/04zaypm56}|Institute of Cognitive Sciences and Technologies {https://ror.org/05w9g2j85}
Jabatan Pembangunan Sumber Manusia#R##N#Universiti Teknologi Malaysia,University of Technology Malaysia {https://ror.org/026w31v75}
"Department of Internal Medicine, St. Radboud Ziekenhuis, Nijmegen, The Netherlands.",Radboud University Nijmegen Medical Centre {https://ror.org/05wg1m734}
emeritus hoogleraar kinder- en jeugdpsychiatrie bij het Academisch Medisch Centrum in Amsterdam. Sinds zijn emeritaat (2009) beoefent hij het vak vanachter deschrijftafel.,Academic Medical Center {https://ror.org/03t4gr691}
"Academische Werkplaats Publieke Gezondheid Brabant, Departement Tranzo, Tilburg University, Tilburg, The Netherlands",Tilburg University {https://ror.org/04b8v1s79}
Battery Innovation Center MOBI Research Group Vrije Universiteit Brussel Pleinlaan 2 Brussels 1050 Belgium,Vrije Universiteit Brussel {https://ror.org/006e5kg04}
"Faculty of Sciences, Vrije Universiteit Amsterdam, De Boelelaan, Amsterdam, The Netherlands.",Vrije Universiteit Amsterdam {https://ror.org/008xxew50}
"Department of Orthopaedics, Bravis Hospital, Bergen op Zoom/Roosendaal, Netherlands",Bravis Ziekenhuis {https://ror.org/05564wx43}
"VU Medish Centrum, Postbus 7057, 1007 MB Amsterdam. ziekenhuis-apotheker en klinisch farmacoloog",Amsterdam UMC Location VUmc {https://ror.org/00q6h8f30}
"imec vzw, Kapeldreef 75, 3001 Heverlee, Belgium",IMEC {https://ror.org/02kcbn207}
"KU Leuven, Department of Mechanical Engineering, Celestijnenlaan 300, 3001 Heverlee, Belgium",KU Leuven {https://ror.org/05f950310}
"Onze Lieve Vrouwe Gasthuis (general hospital), P.O. Box 95500, 1090 HM, Amsterdam, The Netherlands",Onze Lieve Vrouwe Gasthuis {https://ror.org/01d02sf11}
"Department of Rehabilitation Medicine, Amsterdam Movement Sciences, Amsterdam Neurosciences, Vrije Universiteit Medical Center, Amsterdam, Netherlands.",Amsterdam Neuroscience {https://ror.org/01x2d9f70}|Amsterdam UMC Location VUmc {https://ror.org/00q6h8f30}
"Ghent University, Department of Electronics and Information Systems, TFCG Microsystems Group, Technologiepark Zwijnaarde B914, Grote Steenweg Noord, Zwijnaarde, Ghent 9052 Belgium",Ghent University {https://ror.org/00cv9y106}
"IMOMEC, IMEC vzw, Wetenschapspark 1, 3590, Diepenbeek, Belgium",IMEC {https://ror.org/02kcbn207}
"Research Laboratories NTT DoCoMo, Inc. 3-5 Hikarinooka, Kanagawa 239-8536 (Japan) Fax: (+81) 46-840-3723",
"Instytut Badań Literackich PAN, Zespół Badań nad Literaturą Zagłady",Polish Academy of Sciences {https://ror.org/01dr6c206}|Institute of Literary Research {https://ror.org/02q0p6x28}
"Institute of Physics, A Mickiewicz University, #N#Umultowska 85, 61-614 Poznan, Poland",Adam Mickiewicz University in Poznań {https://ror.org/04g6bbq64}
"Zakład Elektrochemii, Instytut Chemii, Uniwersytet w Białymstoku, al.J.Piłsudskiego 11/4, 15-443 Białystok",University of Białystok {https://ror.org/01qaqcf60}
