raw_affiliation_string,label
"Sorbonne University, UMR-S 1270, 75005 Paris, France",Sorbonne Université {https://ror.org/02en5vm52}|Institut du Fer à Moulin {https://ror.org/03x9frp33}
"CNRS, INSA-Lyon, LaMCoS UMR5259, Université de Lyon, Villeurbanne, France",Institut National des Sciences Appliquées de Lyon {https://ror.org/050jn9y42}|Université de Lyon {https://ror.org/01rk35k63}|French National Centre for Scientific Research {https://ror.org/02feahw73}|Contact and Structure Mechanics Laboratory {https://ror.org/05s608j53}
"INSERM U1138, University Paris Descartes, Sorbonne University, Paris, France",Paris Descartes University {https://ror.org/0220k9r37}|Sorbonne Université {https://ror.org/02en5vm52}|Inserm {https://ror.org/02vjkv261}|Laboratoire d’immunologie intégrative du cancer {https://ror.org/03cqwn895}
"Univ. de Bordeaux CNRS Bordeaux INP, IMS, UMR 5218, ENSCBP Talence F-33405 France",Laboratoire de l'Intégration du Matériau au Système {https://ror.org/04nabhy78}|University of Bordeaux {https://ror.org/057qpr032}|Institut Polytechnique de Bordeaux {https://ror.org/054qv7y42}|French National Centre for Scientific Research {https://ror.org/02feahw73}
"UVSQ (laboratoire DANTE-EA4498), Montigny-le-Bretonneux, France",Université de Versailles Saint-Quentin-en-Yvelines {https://ror.org/03mkjjy25}
"Centre Regional de Pharmacovigilance de Lille, UnivLille, INSERM, CHU Lille, Lille, France.",University of Lille {https://ror.org/02kzqn938}|Inserm {https://ror.org/02vjkv261}|Centre Hospitalier Universitaire de Lille {https://ror.org/02ppyfa04}
"Avignon University, Aix Marseille Univ, CNRS, IRD, IMBE, Pôle Agrosciences, 301 rue Baruch de Spinoza, BP 21239, 84916, Avignon, France",University of Avignon {https://ror.org/00mfpxb84}|Aix-Marseille University {https://ror.org/035xkbk20}|French National Centre for Scientific Research {https://ror.org/02feahw73}|Institut de Recherche pour le Développement {https://ror.org/05q3vnk25}|Mediterranean Institute of Marine and Terrestrial Biodiversity and Ecology {https://ror.org/0409c3995}
"Univ Lyon, INSA-Lyon, LGEF, EA682, F-69621 Villeurbanne, France",Institut National des Sciences Appliquées de Lyon {https://ror.org/050jn9y42}|Université de Lyon {https://ror.org/01rk35k63}
"Sorbonne Université, INSERM, Institute of Cardiometabolism and Nutrition, Paris, France.",Fondation pour l’innovation en Cadiométabolisme et Nutrition {https://ror.org/050c3pq49}|Sorbonne Université {https://ror.org/02en5vm52}|Inserm {https://ror.org/02vjkv261}|Fondation pour l'Innovation en Cardiométabolisme et Nutrition {https://ror.org/0045xgt95}
"Sorbonne-Université, 75006 Paris, France",Sorbonne Université {https://ror.org/02en5vm52}
"Normandie Univ, UNIROUEN, UNICAEN, GRAM 2.0, Rouen University Hospital, Department of Infectious Disease, F 76000 Rouen, France.",Université de Caen Normandie {https://ror.org/051kpcy16}|University of Rouen {https://ror.org/03nhjew95}|Normandie Université {https://ror.org/01k40cz91}|Centre Hospitalier Universitaire de Rouen {https://ror.org/04cdk4t75}
"Université Paris-Est, ESYCOM, ESIEE Paris-UPEM-CNRS-CNAM, Noisy-le-Grand, 93162, France","French National Centre for Scientific Research {https://ror.org/02feahw73}|Université Paris-Est Créteil {https://ror.org/05ggc9x40}|Conservatoire National des Arts et Métiers {https://ror.org/0175hh227}|ESIEE Paris {https://ror.org/04x383a88}|University of Marne la Vallée {https://ror.org/02aqt9c37}|Laboratoire d'électronique, systèmes de communication et microsystèmes {https://ror.org/01m83bk32}"
"Université Paris Diderot, INSERM IAME UMR1137, Sorbonne Paris Cité, Paris, France.","Paris Diderot University {https://ror.org/02n7qrg46}|Sorbonne Paris Cité {https://ror.org/001z21q04}|Inserm {https://ror.org/02vjkv261}|Infection, Antimicrobials, Modelling, Evolution {https://ror.org/05hqep952}"
"INSERM, LaTIM, UMR 1101, Univ Brest, Brest, France.",Laboratory of Medical Information Processing {https://ror.org/05mqemx33}|Inserm {https://ror.org/02vjkv261}|Université de Bretagne Occidentale {https://ror.org/01b8h3982}
"4 CNRS, UMR8601, Laboratory of Chemistry and Pharmacological and Toxicological Biochemistry, CBNIT, Paris-Descartes University, Paris, France.",French National Centre for Scientific Research {https://ror.org/02feahw73}|Paris Descartes University {https://ror.org/0220k9r37}|Laboratoire de Chimie et Biochimie Pharmacologiques et Toxicologiques {https://ror.org/028qedy27}
"Qualisud, Univ Montpellier, CIRAD, Montpellier Sup'Agro, Université d'Avignon, Université de la Réunion, Montpellier, France",University of Avignon {https://ror.org/00mfpxb84}|University of Montpellier {https://ror.org/051escj72}|Institut Agro Montpelier {https://ror.org/03rnk6m14}|Centre de Coopération Internationale en Recherche Agronomique pour le Développement {https://ror.org/05kpkpg04}|UMR QualiSud {https://ror.org/01nfvkq89}
"UMRAE, CEREMA, Univ Gustave Eiffel, IFSTTAR, F-67035 Strasbourg, France","Centre d'Études et d'Expertise sur les Risques, l'Environnement, la Mobilité et l'Aménagement {https://ror.org/05k0nvr25}|Université Gustave Eiffel {https://ror.org/03x42jk29}|French Institute of Science and Technology for Transport, Spatial Planning, Development and Networks {https://ror.org/02xwvzv71}|Unité Mixte de Recherche en Acoustique Environnementale {https://ror.org/00tjzq647}"
"Chest Department, CHI Créteil, Creteil, France",Hôpital Intercommunal de Créteil {https://ror.org/04n1nkp35}
"Department of Haematology, CHU Nantes, quai 38 bd jean Monnet, 44093 Nantes cedex, France.",Centre Hospitalier Universitaire de Nantes {https://ror.org/05c1qsg97}
"Clinical Hematology, Bordeaux University Hospital, Bordeaux University, Inserm 1035, Bordeaux, France.","University of Bordeaux {https://ror.org/057qpr032}|Inserm {https://ror.org/02vjkv261}|Centre Hospitalier Universitaire de Bordeaux {https://ror.org/01hq89f96}|Biotherapy of Genetic Diseases, Inflammatory Disorders and Cancers {https://ror.org/03rwxa582}"
"Scientific and Technical Centre for Building (CSTB), Observatory of Indoor Air Quality (OQAI), Paris Est University, Paris, France.",University of Paris-Est {https://ror.org/0268ecp52}|Centre scientifique et technique du bâtiment {https://ror.org/02fsd1928}
"CCDC 37, Hôpital Bretonneau, 2 boulevard Tonnellé, 37044, Tours Cedex 9, France.",Bretonneau Hospital {https://ror.org/0146pps37}
"Univ Rennes, EHESP, REPERES « Recherche en Pharmaco-Epidémiologie et Recours aux Soins », EA 7449 Rennes, France.",École des Hautes Études en Santé Publique {https://ror.org/01sc83v92}|University of Rennes {https://ror.org/015m7wh34}
"Inserm, UMR1027, Université de Toulouse, UPS, Toulouse, France.","Université de Toulouse {https://ror.org/004raaa70}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|Inserm {https://ror.org/02vjkv261}|Laboratoire Epidémiologie et Analyses en Santé Publique : Risques, Maladies Chroniques et Handicaps {https://ror.org/02ywmqv15}"
"Service de Pneumologie, CHI, Créteil, France",Hôpital Intercommunal de Créteil {https://ror.org/04n1nkp35}
Faculté de Médecine Paris Descartes Université Paris Descartes (Paris V) Sorbonne Paris Cité Paris France,Sorbonne Paris Cité {https://ror.org/001z21q04}|Paris Descartes University {https://ror.org/0220k9r37}
"Normandie Univ, UNIROUEN, Laboratoire Glycobiologie et Matrice Extracellulaire Végétale EA4358, Rouen, France.",Normandie Université {https://ror.org/01k40cz91}|University of Rouen {https://ror.org/03nhjew95}
"Sorbonne Université, Université Paris-Saclay, CNRS, FAST, 91405, Orsay, France","French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Paris-Saclay {https://ror.org/03xjwb503}|Sorbonne Université {https://ror.org/02en5vm52}|Fluides, Automatique et Systèmes Thermiques {https://ror.org/02byv2846}"
"Institute of Advanced Studies (EPHE),, Paris, France",École Pratique des Hautes Études {https://ror.org/046b3cj80}
Department of Kidney Transplantation Adult Transplantation Service Paris Descartes University and Necker Hospital Paris France,Hôpital Necker-Enfants Malades {https://ror.org/05tr67282}|Paris Descartes University {https://ror.org/0220k9r37}
"Sorbonne Université, ACTION Study Group, Paris, France.",Sorbonne Université {https://ror.org/02en5vm52}
"Univ. Grenoble Alpes, CEA, LITEN, INES, F-73375 Le Bourget-du-Lac, France",Université Grenoble Alpes {https://ror.org/02rx3b187}|Institut National de l'Énergie Solaire {https://ror.org/00qk0vr83}|CEA LITEN {https://ror.org/01mbz8562}|Atomic Energy and Alternative Energies Commission {https://ror.org/00jjx8s55}
"Sorbonne Université, CNRS, LIP6, Paris, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Sorbonne Université {https://ror.org/02en5vm52}|Laboratoire de Recherche en Informatique de Paris 6 {https://ror.org/05krcen59}
"Department of Medical Imaging, Sorbonne Université, AP–HP, hôpitaux universitaires La Pitié Salpêtrière–Charles-Foix, 75013 Paris, France",Sorbonne Université {https://ror.org/02en5vm52}|Pitié-Salpêtrière Hospital {https://ror.org/02mh9a093}|Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}
"Clinical Investigation Center 1404, CHU Rouen, U 1073, Normandie University, UNIROUEN, F 76000 Rouen, France.",University of Rouen {https://ror.org/03nhjew95}|Normandie Université {https://ror.org/01k40cz91}|Centre Hospitalier Universitaire de Rouen {https://ror.org/04cdk4t75}
"Laboratory of Epidemiology and Analyses in Public Health, Faculté de Médecine, UMR 1027 Inserm – Université Toulouse 3 Paul Sabatier, Equipe EQUITY labellisée par le Ligue nationale contre le cancer, Toulouse, France","Inserm {https://ror.org/02vjkv261}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|Laboratoire Epidémiologie et Analyses en Santé Publique : Risques, Maladies Chroniques et Handicaps {https://ror.org/02ywmqv15}"
"IRIT, CNRS, Université Paul Sabatier, Toulouse, France.",Toulouse Institute of Computer Science Research {https://ror.org/01rx4qw44}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|French National Centre for Scientific Research {https://ror.org/02feahw73}
INRAE VetAgro Sup UMRH F-63122 Saint-Genès-Champanelle U. Clermont Auvergne Theix France,"VetAgro Sup {https://ror.org/01c7wz417}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|University of Clermont Auvergne {https://ror.org/01a8ajp46}|Unité Mixte de Recherche sur les Herbivores {https://ror.org/03yvemy54}"
"MSME, CNRS, Université Paris-Est, Marne-la-Vallée, France.",French National Centre for Scientific Research {https://ror.org/02feahw73}|Laboratoire Modélisation et Simulation Multi-Echelle {https://ror.org/04rrzfd14}|University of Paris-Est {https://ror.org/0268ecp52}
"Univ. Grenoble Alpes – CEA/LITEN, 17 rue des Martyrs, F-38054 Grenoble, France",Université Grenoble Alpes {https://ror.org/02rx3b187}|CEA LITEN {https://ror.org/01mbz8562}
"1 Sorbonne Université, Inserm, Unité Réhabilitation chirurgicale mini-invasive et robotisée de l'audition, Paris, France.",Sorbonne Université {https://ror.org/02en5vm52}|Inserm {https://ror.org/02vjkv261}
"Pediatric Pulmonology department, University Hospital, U1219, Bordeaux, France",Centre Hospitalier Universitaire de Bordeaux {https://ror.org/01hq89f96}|Bordeaux Population Health {https://ror.org/00xzzba89}
"CHU Caen, CAEN, France",Centre Hospitalier Universitaire de Caen {https://ror.org/027arzy69}
"Hematology, Hospital Center Rouen, Rouen, France",Centre Hospitalier Universitaire de Rouen {https://ror.org/04cdk4t75}
"Diagnosis and Therapeutic Center, Hôtel-Dieu Hospital, Paris Descartes University, Paris, France.",Hôtel-Dieu de Paris {https://ror.org/03jmjy508}|Paris Descartes University {https://ror.org/0220k9r37}
"LSCE/ ISPL, UMR8212, CEA-CNRS-UVSQ, 91191 Gif-sur-Yvette, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Versailles Saint-Quentin-en-Yvelines {https://ror.org/03mkjjy25}|Atomic Energy and Alternative Energies Commission {https://ror.org/00jjx8s55}|Institut Pierre-Simon Laplace {https://ror.org/02haar591}|Laboratoire des Sciences du Climat et de l'Environnement {https://ror.org/03dsd0g48}
"Centre expert de diagnostic et prise en charge multidisciplinaire de l'endométriose, CHU de Rouen, 76031 Rouen, France.",Centre Hospitalier Universitaire de Rouen {https://ror.org/04cdk4t75}
"Department of Gynecology, Bobigny University, AP-HP, Jean-Verdier Hospital, Bondy, France.",Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}|Hôpital Jean-Verdier {https://ror.org/04pag4b70}|Université Sorbonne Paris Nord {https://ror.org/0199hds37}
"Université de Lyon, CNRS, INSA-Lyon, LaMCoS, UMR5259, 69621 Villeurbanne, France",Institut National des Sciences Appliquées de Lyon {https://ror.org/050jn9y42}|Université de Lyon {https://ror.org/01rk35k63}|French National Centre for Scientific Research {https://ror.org/02feahw73}|Contact and Structure Mechanics Laboratory {https://ror.org/05s608j53}
"Univ. Lille, Inserm, Institut Pasteur de Lille, U1177 - Drugs and Molecules for Living Systems, Lille, France",Médicaments et Molécules pour Agir sur les Systèmes Vivants {https://ror.org/0086epd30}|Pasteur Institute of Lille {https://ror.org/05k9skc85}|University of Lille {https://ror.org/02kzqn938}|Inserm {https://ror.org/02vjkv261}
"Normandy University, UNIROUEN, INSERM, U1245, Normandy Center for Genomic and Personalized Medicine, Rouen, Caen, France.",University of Rouen {https://ror.org/03nhjew95}|Inserm {https://ror.org/02vjkv261}|Normandie Université {https://ror.org/01k40cz91}
"Paris Descartes University Population-based Epidemiological Cohorts Unit, INSERM, Villejuif, France.",Paris Descartes University {https://ror.org/0220k9r37}|Inserm {https://ror.org/02vjkv261}
Univ. Grenoble Alpes CEA/LITEN 17 rue des Martyrs 38054 Grenoble Cedex 9 France,Université Grenoble Alpes {https://ror.org/02rx3b187}|CEA LITEN {https://ror.org/01mbz8562}
"Department of Life Sciences, Faculty of Science and Engineering, Sorbonne University, 4 Place Jussieu, Paris 75005, France",Sorbonne Université {https://ror.org/02en5vm52}
"[Telecom SudParis, UMR CNRS 5157, Université de Paris Saclay, Evry Cedex, France]",French National Centre for Scientific Research {https://ror.org/02feahw73}|Télécom Paris {https://ror.org/01naq7912}|University of Paris-Saclay {https://ror.org/03xjwb503}
"Univ Rennes, Inserm, EHESP, Irset UMR_S 1085, Rennes, France","École des Hautes Études en Santé Publique {https://ror.org/01sc83v92}|University of Rennes {https://ror.org/015m7wh34}|Inserm {https://ror.org/02vjkv261}|Institut de Recherche en Santé, Environnement et Travail {https://ror.org/01p178v10}"
"Department of Public Health, GMRC, CHRU, F-67000 Strasbourg, France.",Hôpitaux Universitaires de Strasbourg {https://ror.org/04bckew43}
"INRA UMR 1201, DYNAFOR, University of Toulouse, Castanet-Tolosan, France",Université de Toulouse {https://ror.org/004raaa70}|French National Institute for Agricultural Research {https://ror.org/01x3gbx83}|Dynamiques et écologie des paysages agriforestiers {https://ror.org/04wa4se75}
"IMSIA, Boulevard Gaspard Monge, Paris Saclay University, Palaiseau 91120, France e-mail:",University of Paris-Saclay {https://ror.org/03xjwb503}|Institut des Sciences de la Mécanique et Applications Industrielles {https://ror.org/00nbx9b54}
"ICS-IRIT, Université Toulouse 3 - Paul Sabatier, Toulouse, France",Toulouse Institute of Computer Science Research {https://ror.org/01rx4qw44}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}
"Univ. Artois, CNRS, Centrale Lille, ENSCL, Univ. Lille, UMR 8181, Unité de Catalyse et Chimie du Solide (UCCS), F-62300, Lens, France.",École Centrale de Lille {https://ror.org/01x441g73}|École Nationale Supérieure de Chimie de Lille {https://ror.org/041yg4h55}|University of Lille {https://ror.org/02kzqn938}|Artois University {https://ror.org/053x9s498}|Laboratory of Catalysis and Solid State Chemistry {https://ror.org/04vrqzz54}|French National Centre for Scientific Research {https://ror.org/02feahw73}
"University Grenoble Alpes, INRAE, UR LESSEM, France","Université Grenoble Alpes {https://ror.org/02rx3b187}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}"
"BGPI, CIRAD, INRAE, Institut Agro, Univ Montpellier, Montpellier, France","Biology and Genetics of Plant-Pathogen Interactions {https://ror.org/0026vdt21}|University of Montpellier {https://ror.org/051escj72}|Centre de Coopération Internationale en Recherche Agronomique pour le Développement {https://ror.org/05kpkpg04}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|Institut Agro Montpelier {https://ror.org/03rnk6m14}"
"IEMN-DOAE, UMR CNRS 8520, Polytechnic University Hauts-de-France, 59300 Valenciennes, France, --- Select a Country ---","Institute of Electronics, Microelectronics and Nanotechnology {https://ror.org/02q4res37}|Polytechnic University of Hauts-de-France {https://ror.org/02ezch769}|French National Centre for Scientific Research {https://ror.org/02feahw73}"
"Department of Anesthesia, Burn and Critical Care, Saint Louis and Lariboisière University Hospitals, UMRS-942 INSERM, University Paris Diderot, Paris, France.",Paris Diderot University {https://ror.org/02n7qrg46}|Inserm {https://ror.org/02vjkv261}|Hôpital Lariboisière {https://ror.org/02mqtne57}|Hôpital Saint-Louis {https://ror.org/049am9t04}
"MISTEA, INRAE, Institut Agro, Montpellier, France.","Mathématiques, Informatique et Statistique pour l'Environnement et l'Agronomie {https://ror.org/01pd2sz18}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|Institut Agro Montpelier {https://ror.org/03rnk6m14}"
"LIPADE Lab., Paris Descartes University, France",Paris Descartes University {https://ror.org/0220k9r37}
"Integrative Neuroscience and Cognition Center (INCC–UMR 8002), Université Paris Descartes (Sorbonne Paris Cité), Paris, France",Sorbonne Paris Cité {https://ror.org/001z21q04}|Paris Descartes University {https://ror.org/0220k9r37}|Integrative Neuroscience and Cognition Center {https://ror.org/02fgakj19}
"INSERM Centre d'Investigations Cliniques-Plurithématique 1433, UMR 1116, CHRU de Nancy, French-Clinical Research Infrastructure Network (F-CRIN) INI-CRCT, 54500 Vandœuvre-lès-Nancy, France.",Centre Hospitalier Universitaire de Nancy {https://ror.org/016ncsr12}|Inserm {https://ror.org/02vjkv261}|French Clinical Research Infrastructure Network {https://ror.org/05xw0wj25}|Défaillance Cardiovasculaire Aiguë et Chronique {https://ror.org/05ft9wv42}
"Department of Nephrology, University Hospital of Nice, Nice, France.",Centre Hospitalier Universitaire de Nice {https://ror.org/05qsjq305}
"Laboratoire Pierre Aigrain, Ecole Normale Supérieure, PSL University, Sorbonne Université, Université Paris Diderot, Sorbonne Paris Cité, CNRS, 24 rue Lhomond, 75005 Paris, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Sorbonne Université {https://ror.org/02en5vm52}|Paris Diderot University {https://ror.org/02n7qrg46}|Université Paris Sciences et Lettres {https://ror.org/013cjyk83}|École Normale Supérieure - PSL {https://ror.org/05a0dhs15}|Sorbonne Paris Cité {https://ror.org/001z21q04}|Pierre Aigrain Laboratory {https://ror.org/05wqg4606}
