raw_affiliation_string,label
"Murdoch Children's Research Institute, Royal Children's Hospital, Flemington Road, Parkville, VIC 3052, Melbourne, Australia.",Murdoch Children's Research Institute {https://ror.org/048fyec77}|Royal Children's Hospital {https://ror.org/02rktxt32}
"Early Life Epigenetics Group, Murdoch Childrens Research Institute, Royal Childrens Hospital, Parkville, Vic., Australia",Murdoch Children's Research Institute {https://ror.org/048fyec77}|Royal Children's Hospital {https://ror.org/02rktxt32}
"Austin Health, The University of Adelaide, Heidelberg, VIC, Australia.",Austin Health {https://ror.org/05dbj6g52}|University of Adelaide {https://ror.org/00892tw58}
"Joint Graduate Program in Physiological Sciences, Federal University of São Carlos, SP (UFSCar), São Paulo State University (UNESP), Araraquara, SP, Brazil",Universidade Federal de São Carlos {https://ror.org/00qdc6m37}|Universidade Estadual Paulista (Unesp) {https://ror.org/00987cb86}
"Dept. of Earth Sciences, Carleton U., 1125 Colonel By Drive, Ottawa K1S 5B6, Canada",Carleton University {https://ror.org/02qtvee93}
"Ottawa-Carleton Institute for Physics, University of Ottawa, Canada K1N6N5",University of Ottawa {https://ror.org/03c4mmv16}|Carleton University {https://ror.org/02qtvee93}
"Centre de Recherche en Géochimie Et Géodynamique (GÉOTOP-UQAM)-McGill University, 201 ave. du Président-Kennedy 7e étage, local PK-7150, Montréal, QC, H2X 3Y7, Canada.",Université du Québec à Montréal {https://ror.org/002rjbv21}|McGill University {https://ror.org/01pxwe438}
"Dept. of Mechanical & Industrial Eng., Ryerson University 350 Victoria Street, Toronto, ON, M5B 2K3, Canada",Toronto Metropolitan University {https://ror.org/05g13zd79}
"Department of Medicine, University Health Network, Mount Sinai Hospital, Toronto, Ontario",Mount Sinai Hospital {https://ror.org/019jr0130}|University Health Network {https://ror.org/042xt5161}
"Department of Pediatrics, Research Centre, CHU-Sainte-Justine, Université de Montréal, Montreal, Canada",Université de Montréal {https://ror.org/0161xgx34}|Centre Hospitalier Universitaire Sainte-Justine {https://ror.org/01gv74p78}
"Department of Pediatrics, Sainte-Justine Hospital, University of Montreal, Montreal, H3T 1C5 Canada.",Université de Montréal {https://ror.org/0161xgx34}|Centre Hospitalier Universitaire Sainte-Justine {https://ror.org/01gv74p78}
"Division of Medical Genetics, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CR-CHUS, Hospital Fleurimont, 3,001, 12th Avenue North, Sherbrooke, QC J1H 5N4, Canada.",Centre Hospitalier Universitaire de Sherbrooke {https://ror.org/020r51985}|Université de Sherbrooke {https://ror.org/00kybxq39}|Hôpital Fleurimont {https://ror.org/00pthr413}
"Department of Pathology, Faculty of Medicine, University of British Columbia, British Columbia's Children's Hospital, Vancouver, Canada.",University of British Columbia {https://ror.org/03rmrcq20}|British Columbia Children's Hospital {https://ror.org/04n901w50}
"Division of Emergency Medicine, Department of Pediatrics, BC Children's Hospital, University of British Columbia, Vancouver, British Columbia, Canada",University of British Columbia {https://ror.org/03rmrcq20}|British Columbia Children's Hospital {https://ror.org/04n901w50}
"Department of Pediatrics,  University of British Columbia, Vancouver, British Columbia,  Canada.",University of British Columbia {https://ror.org/03rmrcq20}
"Department of Pediatrics, British Columbia Children's Hospital, University of British Columbia, Vancouver, Canada",University of British Columbia {https://ror.org/03rmrcq20}|British Columbia Children's Hospital {https://ror.org/04n901w50}
"Department of Pediatrics, University of British Columbia, British Columbia Children's Hospital, 4480 Oak Street, Vancouver, BC, Canada V6H",University of British Columbia {https://ror.org/03rmrcq20}|British Columbia Children's Hospital {https://ror.org/04n901w50}
"Children’s Hospital of Eastern Ontario, Department of Pediatrics, University of Ottawa, Ottawa, Ontario, Canada",University of Ottawa {https://ror.org/03c4mmv16}|Children's Hospital of Eastern Ontario {https://ror.org/05nsbhw27}
"Department of Pediatrics, Children's Hospital Eastern Ontario, University of Ottawa, Ottawa, Canada",University of Ottawa {https://ror.org/03c4mmv16}|Children's Hospital of Eastern Ontario {https://ror.org/05nsbhw27}
"Department of Surgery, Maisonneuve-Rosemont Hospital, Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal, University of Montreal Affiliated Hospital, Montreal, Quebec, Canada",Centre Hospitalier de l’Université de Montréal {https://ror.org/0410a8y51}|Université de Montréal {https://ror.org/0161xgx34}|Hôpital Maisonneuve-Rosemont {https://ror.org/03rdc4968}
"Lawson Research Institute St Joseph’s Health Care, London, ON, Canada",St Joseph's Health Care {https://ror.org/05rj7xr73}|Lawson Health Research Institute {https://ror.org/051gsh239}
"Cancer Ethic Programme, Centre for Bioethics, Clinical Research Institute of Montreal, Department of Oncology, McGill University, Montreal, Quebec",Montreal Clinical Research Institute {https://ror.org/05m8pzq90}|McGill University {https://ror.org/01pxwe438}
"ETH Zürich, Department of Biosystems Science and Engineering, CH-4058 Basel, Switzerland",ETH Zurich {https://ror.org/05a28rw58}
"School of Pharmaceutical Sciences, University of Geneva, University of Lausanne, Quai Ernest-Ansermet 30, 1211 Geneva, Switzerland",University of Lausanne {https://ror.org/019whta54}|University of Geneva {https://ror.org/01swzsf04}
"School of Pharmaceutical Sciences, University of Geneva, University of Lausanne, CMU, Rue Michel-Servet 1, 1211 Geneva 4, Switzerland",University of Lausanne {https://ror.org/019whta54}|University of Geneva {https://ror.org/01swzsf04}
"School of Pharmaceutical Sciences, University of Geneva, University of Lausanne , CMU - Rue Michel Servet 1, 1211 Geneva 11, Switzerland.",University of Lausanne {https://ror.org/019whta54}|University of Geneva {https://ror.org/01swzsf04}
"School of Pharmaceutical Sciences, Laboratory of Pharmaceutical Technology, University of Geneva, University of Lausanne, Rue Michel-Servet 1, Genève 4, Switzerland",University of Lausanne {https://ror.org/019whta54}|University of Geneva {https://ror.org/01swzsf04}
"Institute of Neuroinformatics, University of Zurich/ETH Zurich, CH-8057 Zurich, Switzerland.",ETH Zurich {https://ror.org/05a28rw58}|University of Zurich {https://ror.org/02crff812}
"Laboratory of Biosensors and Bioelectronics, Institute for Biomedical Engineering, ETH, Zurich, Switzerland",ETH Zurich {https://ror.org/05a28rw58}|Institute for Biomedical Engineering {https://ror.org/00baskk38}
"Brain Research Institute, University of Zurich/Swiss Federal Institute of Technology, Zurich, Switzerland.",ETH Zurich {https://ror.org/05a28rw58}|University of Zurich {https://ror.org/02crff812}
"Functional Genomics Center Zurich, University of Zurich/ETH Zurich, 8057 Zurich, Switzerland",ETH Zurich {https://ror.org/05a28rw58}|University of Zurich {https://ror.org/02crff812}
"Functional Genomics Center Zurich, UZH/ETH Zurich, Zurich, Switzerland; and",ETH Zurich {https://ror.org/05a28rw58}|University of Zurich {https://ror.org/02crff812}
"Laboratory of Biosensors and Bioelectronics, Institute of Biomedical Engineering, ETH Zürich, 8092 Zürich, Switzerland",ETH Zurich {https://ror.org/05a28rw58}|Institute for Biomedical Engineering {https://ror.org/00baskk38}
"Unit of Medicine and Traffic Psychology, CURML, Lausanne University Hospital, Geneva University Hospitals, Lausanne, Switzerland.",University Centre of Legal Medicine {https://ror.org/03grgv984}|University Hospital of Lausanne {https://ror.org/05a353079}|University Hospital of Geneva {https://ror.org/01m1pv723}
"#N#20#N#University Psychiatric Clinics, Center for Gender Research and Early Detection, c/o Universitätsspital Basel, Switzerland;",University Hospital of Basel {https://ror.org/04k51q396}|Universitäre Psychiatrische Kliniken Basel {https://ror.org/05fw3jg78}
Medical Research Center The Third People’s Hospital of Chengdu The Affiliated Hospital of Southwest Jiaotong University The Second Chengdu Hospital Affiliated to Chongqing Medical University Chengdu China,Southwest Jiaotong University {https://ror.org/00hn7w693}|Chongqing Medical University {https://ror.org/017z00e58}|Chengdu Third People's Hospital {https://ror.org/00ebdgr24}|Chengdu Second People's Hospital {https://ror.org/02q28q956}|Second Affiliated Hospital of Chongqing Medical University {https://ror.org/00r67fz39}
"Department of Orthopedics, Guangzhou First People's Hospital, School of Medicine, South China University of Technology, Guangzhou, Guangdong 510180, People's Republic of China.",South China University of Technology {https://ror.org/0530pts50}|Guangzhou First People's Hospital {https://ror.org/02bwytq13}
"Beijing Normal University and Hong Kong Baptist University United International College Zhuhai 519087, China",Hong Kong Baptist University {https://ror.org/0145fw131}|Beijing Normal University {https://ror.org/022k4wk35}|United International College {https://ror.org/04snvc712}
Kwai S. Leung is at the Division of Science and Technology; Beijing Normal University-Hong Kong Baptist University United International College; Zhuhai China,Hong Kong Baptist University {https://ror.org/0145fw131}|Beijing Normal University {https://ror.org/022k4wk35}
"Key Laboratory of Chemical Sensing & Analysis in Universities of Shandong, School of Chemistry and Chemical Engineering, University of Jinan, Jinan 250022, P. R. China",Shandong University {https://ror.org/0207yh398}|University of Jinan {https://ror.org/02mjz6f26}
"Nanoyang Group, State Key Laboratory of Chemical Engineering, School of Chemical Engineering and Technology, Tianjin University, Tianjin, 300072 China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"State Key Laboratory of Chemical Engineering, Collaborative Innovation Center of Chemical science and Engineering (Tianjin), School of Chemical Engineering and Technology, Tianjin University, Tianjin 300072, China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}|Collaborative Innovation Center of Chemical Science and Engineering Tianjin {https://ror.org/0225a5s12}
"School of Chemical Engineering & Technology, State Key Laboratory of Chemical Engineering, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin University, Tianjin, 300072, China.",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}|Collaborative Innovation Center of Chemical Science and Engineering Tianjin {https://ror.org/0225a5s12}
"State Key Laboratory of Chemical Engineering, Tianjin University, School of Chemical Engineering and Technology, Tianjin 30072, PR China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"Nanoyang Group, State Key Laboratory of Chemical Engineering, School of Chemical Engineering and Technology, Tianjin University, Tianjin 300350, China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"State Key Laboratory of Chemical Engineering, School of Chemical Engineering and Technology, Tianjin University, Tianjin 300072, PR China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"State Key Laboratory of Chemical Engineering, School of Chemical Engineering and Technology Tianjin University Tianjin China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"State Key Laboratory of Chemical Engineering, School of Chemical Engineering and Technology , Tianjin University , Tianjin 300072 , P.R. China.",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"School of Chemical Engineering and Technology, State Key Laboratory of Chemical Engineering, Tianjin Key Laboratory of Membrane Science and Desalination Technology, Tianjin University,Tianjin,PR China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
State Key Laboratory of Chemical Engineering (Tianjin University); Tianjin 300072 China,State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"School of Chemical Engineering and Technology, State Key Laboratory of Chemical Engineering, Tianjin University, Tianjin, 300072, P. R. China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"State Key Laboratory of Chemical Engineering, School of Chemical Engineering and Technology, Tianjin University, Tianjin 300072, China",State Key Laboratory of Chemical Engineering {https://ror.org/05803vc71}|Tianjin University {https://ror.org/012tb2g32}
"State Key Laboratory of Chemo/Biosensing and Chemometrics, Hunan University, College of Chemistry and Chemical Engineering, Hunan Normal University, Changsha 410081, PR China",Hunan University {https://ror.org/05htk5m33}|Hunan Normal University {https://ror.org/053w1zy07}
"The Chinese University of Hong Kong – Zhejiang University Joint Laboratory for Human Reproduction and Related Diseases,",Zhejiang University {https://ror.org/00a2xv884}|Chinese University of Hong Kong {https://ror.org/00t33hh48}
"The University of Adelaide-Shanghai Jiao Tong University Joint Laboratory for Plant Science and Breeding, School of Life Sciences and Biotechnology, Shanghai Jiao Tong University, 200240 China.",Shanghai Jiao Tong University {https://ror.org/0220qvk04}|University of Adelaide {https://ror.org/00892tw58}
"State Key Laboratory of Medical Molecular Biology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences, Peking Union Medical College, Tsinghua University, Beijing, China",Tsinghua University {https://ror.org/03cve4549}|Cancer Hospital of Chinese Academy of Medical Sciences {https://ror.org/03x937183}|Chinese Academy of Medical Sciences & Peking Union Medical College {https://ror.org/02drdmm93}
"Department of Anesthesiology, Shenzhen People's Hospital, The Second Clinical Medical College, Jinan University, The First Affiliated Hospital of Southern University of Science and Technology, Shenzhen, Guangdong, China (mainland).",ShenZhen People’s Hospital {https://ror.org/01hcefx46}|Shenzhen Second People's Hospital {https://ror.org/05c74bq69}|Jinan University {https://ror.org/04bgbsx11}
"Shenzhen People’s Hospital, The First Affiliated Hospital of Southern University of Science and Technology, The Second Clinical Medical College of Jinan University, Shenzhen, China",ShenZhen People’s Hospital {https://ror.org/01hcefx46}|Shenzhen Second People's Hospital {https://ror.org/05c74bq69}
"Department of Urology Guangzhou First People's Hospital, Guangzhou Medical University, the Second Affiliated Hospital of South China University of Technology Guangzhou China",Guangzhou Medical University {https://ror.org/00zat6v61}|South China University of Technology {https://ror.org/0530pts50}|Guangdong General Hospital {https://ror.org/03jpekd50}|Guangzhou First People's Hospital {https://ror.org/02bwytq13}
"State Key Laboratory of Synthetic Chemistry, Institute of Molecular Functional Materials, HKU-CAS Joint Laboratory on New Materials, Department of Chemistry, The University of Hong Kong , Pokfulam Road, Hong Kong, People's Republic of China.",Chinese Academy of Sciences {https://ror.org/034t30j35}|Institute of Molecular Functional Materials {https://ror.org/00qfke340}|University of Hong Kong {https://ror.org/02zhqgq86}|State Key Laboratory of Synthetic Chemistry {https://ror.org/038ey3e97}
"Institute of Clinical Chemistry and Pathobiochemistry, Klinikum rechts der Isar, Technische Universität, 81675 München, Germany",Rechts der Isar Hospital {https://ror.org/04jc43x05}|Technical University of Munich {https://ror.org/02kkvpp62}
Department of Dermatology and Allergology Klinikum rechts der Isar Technical University Munich Munich Germany,Rechts der Isar Hospital {https://ror.org/04jc43x05}|Technical University of Munich {https://ror.org/02kkvpp62}
Universitätsklinikum Carl Gustav Carus der TU Dresden Medizinische Klinik und Poliklinik I Dresden Germany,TU Dresden {https://ror.org/042aqky30}|University Hospital Carl Gustav Carus {https://ror.org/04za5zm41}
"Medizinische Klinik und Poliklinik I, Universitätsklinikum Carl Gustav Carus, TU Dresden, Dresden, Germany",TU Dresden {https://ror.org/042aqky30}|University Hospital Carl Gustav Carus {https://ror.org/04za5zm41}
"Department of Medicine III, University Hospital Carl Gustav Carus Technische Universität Dresden Dresden Germany",University Hospital Carl Gustav Carus {https://ror.org/04za5zm41}
"Division of Rheumatology, Department of Medicine III, University Clinical Center Carl Gustav Carus at the Technical University of Dresden, Germany",TU Dresden {https://ror.org/042aqky30}|University Hospital Carl Gustav Carus {https://ror.org/04za5zm41}
"Atomically Resolved Dynamics Department, Center for Free Electron Laser Science , Max Planck Institute for the Structure and Dynamics of Matter , Luruper Chaussee 149 , 22761 Hamburg , Germany.",Center for Free-Electron Laser Science {https://ror.org/04fme8709}|Max Planck Institute for the Structure and Dynamics of Matter {https://ror.org/0411b0f77}
"1Department of Neurorehabilitation Engineering, Bernstein Focus Neurotechnology Göttingen, Bernstein Center for Computational Neuroscience, University Medical Center Göttingen, Georg-August University, Göttingen, Germany;",University of Göttingen {https://ror.org/01y9bpm73}|Bernstein Center for Computational Neuroscience Göttingen {https://ror.org/003g6b432}|Universitätsmedizin Göttingen {https://ror.org/021ft0n22}
"Institute of Neurorehabilitation Systems, Bernstein Focus Neurotechnology Göttingen, Bernstein Center for Computational Neuroscience, University Medical Center Göttingen, Georg-August University, Göttingen, Germany.",University of Göttingen {https://ror.org/01y9bpm73}|Bernstein Center for Computational Neuroscience Göttingen {https://ror.org/003g6b432}|Universitätsmedizin Göttingen {https://ror.org/021ft0n22}
"Department of Marine Fisheries, Danish Institute for Fisheries Research, Technical University of Denmark, Charlottenlund Castle, DK‐2920 Charlottenlund, Denmark",Danish Centre for Marine Research {https://ror.org/009rtx153}|Technical University of Denmark {https://ror.org/04qtj9h94}
"a Centre for Health Research in Greenland, National Institute of Public Health , Faculty of Health Science, University of Southern Denmark , Copenhagen , Denmark.",University of Southern Denmark {https://ror.org/03yrrjy16}|Danish National Institute of Public Health {https://ror.org/012bzsw43}
"Department of Occupational and Environmental Medicine, Frederiksberg and Bispebjerg Hospital, Copenhagen, Denmark.",Frederiksberg Hospital {https://ror.org/00d264c35}|Bispebjerg Hospital {https://ror.org/00td68a17}
"Mech-Sense, Department of Radiology, Aalborg Hospital, Aarhus University Hospital, Aalborg, Denmark.",Mech-Sense {https://ror.org/02akzdv37}|Aalborg University Hospital {https://ror.org/02jk5qe80}|Aarhus University Hospital {https://ror.org/040r8fr65}
Mech-Sense Department of Gastroenterology and Hepatology Aalborg Hospital Aarhus University Hospital Denmark,Mech-Sense {https://ror.org/02akzdv37}|Aalborg University Hospital {https://ror.org/02jk5qe80}|Aarhus University Hospital {https://ror.org/040r8fr65}
"Department of Clinical Microbiology, Aalborg Hospital, Aarhus University Hospital, Aalborg, Denmark;",Aalborg University Hospital {https://ror.org/02jk5qe80}|Aarhus University Hospital {https://ror.org/040r8fr65}
"Department of Endocrinology, Aalborg Hospital, Aarhus University Hospital, Aalborg, Denmark",Aalborg University Hospital {https://ror.org/02jk5qe80}|Aarhus University Hospital {https://ror.org/040r8fr65}
Institute of Public Health Aarhus University Aarhus Denmark,Aarhus University {https://ror.org/01aj84f44}
"Neurovascular Research Group, Department of Neurology, Hospital del Mar, IMIM, Universitat Autònoma de Barcelona/DCEXS-Universitat Pompeu Fabra, Barcelona, Spain.",Hospital Del Mar {https://ror.org/03a8gac78}|Hospital del Mar Research Institute {https://ror.org/042nkmz09}|Pompeu Fabra University {https://ror.org/04n0g0b29}|Universitat Autònoma de Barcelona {https://ror.org/052g8jq94}
"Department of Medical Oncology, IMIM-Hospital del Mar Medical Research Institute, Barcelona, Spain.",Hospital Del Mar {https://ror.org/03a8gac78}|Hospital del Mar Research Institute {https://ror.org/042nkmz09}
"Neurovascular Research Group, Neurology Department, IMIM-Hospital del Mar, Barcelona, Spain",Hospital Del Mar {https://ror.org/03a8gac78}|Hospital del Mar Research Institute {https://ror.org/042nkmz09}
"AgroParisTech, INRAE, Silva, Université de Lorraine 5400 Nancy, France.","Silva {https://ror.org/01d5v2p67}|AgroParisTech {https://ror.org/02kbmgc12}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|Université de Lorraine {https://ror.org/04vfs2w97}"
"University of Strasbourg, University of Lorraine CNRS, BETA Strasbourg France",French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Strasbourg {https://ror.org/00pg6eq24}|Bureau for Economic Theory and Applications {https://ror.org/05em8ne27}|Université de Lorraine {https://ror.org/04vfs2w97}
"CRCINA, INSERM, Université de Nantes, Université d'Angers, LabEx IGO, 49000 Angers, France;",Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"CRCINA, INSERM, Université de Nantes, Université D'Angers, Nantes, France",Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"Maladies du Sang, CHU Angers, CRCINA, INSERM, Université de Nantes, Université d'Angers, Angers, France.",Université d'Angers {https://ror.org/04yrqp957}|Centre Hospitalier Universitaire d'Angers {https://ror.org/0250ngj72}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"LPG-BIAF, UMR-CNRS 6112, University of Angers, University of Nantes, 2 Bd Lavoisier, CEDEX, 49045 Angers, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Laboratoire de Planétologie et Géosciences {https://ror.org/04fm0sh33}|Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}
"CRCINA, INSERM, CNRS Université de Nantes Université d'Angers Nantes France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"Ethologie animale et humaine (EthoS) – University of Caen Normandie, Université de Rennes I, CNRS, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Caen Normandie {https://ror.org/051kpcy16}|Ethologie animale et humaine {https://ror.org/02evk6c51}|University of Rennes {https://ror.org/015m7wh34}
"Laboratoire de Spectrométrie de Masse BioOrganique, CNRS, IPHC UMR 7178, Université de Strasbourg, 67000, Strasbourg, France.",French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Strasbourg {https://ror.org/00pg6eq24}|Hubert Curien Pluridisciplinary Institute {https://ror.org/01g3mb532}
Université Paris‐Sud 11 ‐ L2S ‐ EECI ‐ Supélec 3 rue Joliot‐Curie 91192 Gif sur Yvette France,European Embedded Control Institute {https://ror.org/05xqwqf73}|University of Paris-Sud {https://ror.org/028rypz17}|Supélec {https://ror.org/00n7gwn90}|Laboratoire des Signaux & Systèmes {https://ror.org/00skw9v43}
"Univ. Tours, Univ. Orléans, INSA CVL, LaMé, 7 Avenue Marcel Dassault, Tours 37200, France",Institut National des Sciences Appliquées Centre Val de Loire {https://ror.org/03y0qc033}|Université d'Orléans {https://ror.org/014zrew76}|Université de Tours {https://ror.org/02wwzvj46}
"Univ. Orléans, Univ. Tours, INSA-CVL, LaMé, 8 rue L. de Vinci, 45072 Orléans, France",Institut National des Sciences Appliquées Centre Val de Loire {https://ror.org/03y0qc033}|Université d'Orléans {https://ror.org/014zrew76}|Université de Tours {https://ror.org/02wwzvj46}
"CeRCA, CNRS UMR 6234, université de Poitiers, université de Tours, 86000 Poitiers, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Tours {https://ror.org/02wwzvj46}|University of Poitiers {https://ror.org/04xhy8q59}|Research Centre on Cognition and Learning {https://ror.org/01sdp1y98}
"Centre de recherches sur la cognition et l'apprentissage, Université François Rabelais de Tours, Université de Poitiers, UMR-CNRS 7295, France.",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Tours {https://ror.org/02wwzvj46}|University of Poitiers {https://ror.org/04xhy8q59}|Research Centre on Cognition and Learning {https://ror.org/01sdp1y98}
"UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), Nantes University, Tours University, INSERM, Nantes, France.",Université de Tours {https://ror.org/02wwzvj46}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"MMDN, University Montpellier, EPHE, INSERM, 34095 Montpellier, France",Inserm {https://ror.org/02vjkv261}|University of Montpellier {https://ror.org/051escj72}|École Pratique des Hautes Études {https://ror.org/046b3cj80}
"GenPhySE, Université de Toulouse, INRAE, INP, ENVT, Castanet-Tolosan, France","Institut de Physique {https://ror.org/00z54nq84}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|Université de Toulouse {https://ror.org/004raaa70}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}"
"GenPhySE, Université de Toulouse, INRAE, ENVT, 31326 Castanet Tolosan, France","Université de Toulouse {https://ror.org/004raaa70}|École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}"
"GenPhySE, Université de Toulouse, INRA, ENVT, Castanet-Tolosan, France",École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|Université de Toulouse {https://ror.org/004raaa70}|Institut National de la Recherche Agronomique {https://ror.org/05y503v71}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}
