raw_affiliation_string,label
"(Indian Institute of Management, Raipur, India)",Indian Institute of Management Raipur {https://ror.org/05vqbh574}
(Universiteit van Pretoria),University of Pretoria {https://ror.org/00g0p6g84}
"(University of Agriculture, Abeokuta, Nigeria)",Federal University of Agriculture {https://ror.org/050s1zm26}
"), Northwestern Polytechnical University",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
*Birmingham Law School.,
"3rd Department of Medicine, Technical University of Munich, Munich, Germany",Technical University of Munich {https://ror.org/02kkvpp62}
"<org_name>University of California, Los Angeles, Los Angeles, CA</org_name>","University of California, Los Angeles {https://ror.org/046rm7j60}"
"AMSS, Beijing, China",Academy of Mathematics and Systems Science {https://ror.org/02jkmyk67}
"AT&T Bell Laboratories - Murray Hill, NJ, USA",AT&T (United States) {https://ror.org/02bbd5539}
"AT&T Laboratories, Red Bank, NJ, USA",AT&T (United States) {https://ror.org/02bbd5539}
"AT&T Labs - Research, ",AT&T (United States) {https://ror.org/02bbd5539}
"Aalborg University, Copenhagen#TAB#",Aalborg University {https://ror.org/04m5j1k67}
"Abt. Funktionalanalysis und Numerische Mathematik, Institut für angewandte Mathematik und Informatik der Universität Bonn, Bonn, Germany",University of Bonn {https://ror.org/041nas322}
"Adaptive Information Cluster, UCD School of Computer Science and Informatics, University College Dublin, Belfield, Dublin 4, Ireland#TAB#",University College Dublin {https://ror.org/05m7pjf47}
"Adaptive Information Cluster, University College Dublin",University College Dublin {https://ror.org/05m7pjf47}
Air Force Research Labs. (United States),United States Air Force Research Laboratory {https://ror.org/02e2egq70}
Ajou University School of Medicine,Ajou University {https://ror.org/03tzb2h73}
"American International University-Bangladesh (AIUB),Department of Electrical and Electronic Engineering,Dhaka,Bangladesh",American International University-Bangladesh {https://ror.org/02j8ga255}
"Andrews Univ, Berrien Springs, MI;",Andrews University {https://ror.org/04aaa2n62}
"Arctic & Antarctic Res. Inst., St. Petersburg, Russia",Arctic and Antarctic Research Institute {https://ror.org/051w7zc95}
"Associate Professor, College of Urban and Environment Sciences, Laboratory for Earth Surface Processes, Ministry of Education, Peking Univ., Beijing 100871, China.",Peking University {https://ror.org/02v51f717}|Ministry of Education of the People's Republic of China {https://ror.org/01mv9t934}
"Attorney-at-Law, Knowledge Management Lawyer, Freshfields Bruckhaus Deringer, Frankfurt/M., Germany#TAB#",Freshfields Bruckhaus Deringer {https://ror.org/05e9zkt34}
"B.S. Abdur Rahman Crescent Institute of Science and Technology, Chennai, India",B.S. Abdur Rahman Crescent Institute of Science & Technology {https://ror.org/01fqhas03}
"Basic Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, WA 98109, USA.",Fred Hutch Cancer Center {https://ror.org/007ps6h72}
"Beijing National Laboratory for Molecular Science (BNLMS), Department of Applied Chemistry, College of Chemistry and Molecular Engineering, Peking University, Beijing 100871, China",Peking University {https://ror.org/02v51f717}|Beijing National Laboratory for Molecular Sciences {https://ror.org/02601yx74}
"Beijing National Laboratory for Molecular Sciences (BNLMS), Department of Applied Chemistry, College of Chemistry and Molecular Engineering, Peking University, 100871 Beijing, PR China",Peking University {https://ror.org/02v51f717}|Beijing National Laboratory for Molecular Sciences {https://ror.org/02601yx74}
Bennett Univ. (India),Bennett University {https://ror.org/00an5hx75}
"Blueprint Medicines Corporation, Cambridge, MA;",Blueprint Medicines (United States) {https://ror.org/0142eak56}
"Bogomolets National Medical University , Kyiv , Ukraine",Bogomolets National Medical University {https://ror.org/03edafd86}
Bonn University ,University of Bonn {https://ror.org/041nas322}
"Broadband Wireless Commun. Lab.& State Key Lab. (ISN), Xidian Univ., Xi'an, China",Xidian University {https://ror.org/05s92vm98}
"Broadband Wireless Commun. Lab., Xidian Univ., Xi'an, , China",Xidian University {https://ror.org/05s92vm98}
"Broadband Wireless Commun. Lab., Xidian Univ., Xian",Xidian University {https://ror.org/05s92vm98}
"CERN, Geneva, Switzerland†",European Organization for Nuclear Research {https://ror.org/01ggx4157}
"Cardinal Hill Rehabilitation Hospital, Lexington, KY, USA",Cardinal Hill Rehabilitation Hospital {https://ror.org/0310r6290}
"Case J. URA 225, Université de Provence, Marseille, France",Aix-Marseille University {https://ror.org/035xkbk20}
Center for Genetic Engineering and Biotechnology (CIGB),Centro de Ingeniería Genética y Biotecnología {https://ror.org/03qxwgf98}
"Centre for Addiction and Mental Health, Toronto, Canada,",Centre for Addiction and Mental Health {https://ror.org/03e71c577}
"Centre for Interdisciplinary Research in Basic Sciences, Jamia Millia Islamia, New Delhi - 110025, India",Jamia Millia Islamia {https://ror.org/00pnhhv55}
Centro Universitário Uninorte (UNINORTE/AC,Centro Universitário do Norte {https://ror.org/018mj2m06}
Centro Universitário de Belo Horizonte -UniBH,Centro Universitário de Belo Horizonte {https://ror.org/04m3xd186}
"Centro de Investigación Biomédica de Canarias (CIBICAN), Departamento de Medicina Interna, Universidad de La Laguna, Spain",Universidad de La Laguna {https://ror.org/01r9z8p25}
"Chengdu Center, China#N#          Geological Survey, Chengdu 610081, China",China Geological Survey {https://ror.org/04wtq2305}
"China Institute of Water Resources and Hydropower Research, Beijing, China",China Institute of Water Resources and Hydropower Research {https://ror.org/00m4czf33}
Chinese University of Hong Kong ,Chinese University of Hong Kong {https://ror.org/00t33hh48}
"Chinese University of Hong Kong, Department of Mathematics, Lady Shaw Building, Room 220, Shatin, Hong Kong",Chinese University of Hong Kong {https://ror.org/00t33hh48}
Clarkson Univ. (USA),Clarkson University {https://ror.org/03rwgpn18}
"Coastal Education and Research Foundation (CERF) Coconut Creek, FL 33073, U.S.A.",Coastal Education and Research Foundation {https://ror.org/025vr9a91}
"College of Animal Science and Technology, Northwest A & F University, Yangling, Shaanxi, China",North West Agriculture and Forestry University {https://ror.org/0051rme32}
"College of Chemistry, Chemical Engineering and Environment, Minnan Normal University, Zhangzhou, 363000, PR China",Zhangzhou Normal University {https://ror.org/02vj1vm13}
College of Food Science and Engineering; Wuhan Polytechnic Univ.; Wuhan 430023 China,Wuhan Polytechnic University {https://ror.org/05w0e5j23}
"College of Food Science, Shenyang Agricultural University, Shenyang 110866, China)",Shenyang Agricultural University {https://ror.org/01n7x9n08}
"College of Food and Bioengineering, Henan University of Science & Technology, Luoyang, China.",Henan University of Science and Technology {https://ror.org/05d80kz58}
"College of Horticulture and Plant Protection, Yangzhou University, Yangzhou 225009, China",Yangzhou University {https://ror.org/03tqb8s11}
"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, U.S.A.#TAB#",Pennsylvania State University {https://ror.org/04p491231}
"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA#TAB#",Pennsylvania State University {https://ror.org/04p491231}
"Comp. & Info. Sci. Dept., Kansas State University, Manhattan, KS#TAB#",Kansas State University {https://ror.org/05p1j8758}
"Comput. Eng. Lab., Tech. Univ. Delft, Delft",Delft University of Technology {https://ror.org/02e2c7k09}
"Computer Science Department University of California Los Angeles, CA#TAB#","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Computer Science Department University of California, Los Angeles, CA, USA","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Computer Science Department, Cornell University, Ithaca, NY 14853, U.S.A. E-mail: halpern@cs.cornell.edu; http://www.cs.cornell.edu/home/halpern#TAB#",Cornell University {https://ror.org/05bnh6r87}
"Computer Science Department, Cornell University, Ithaca, NY 14853, USA",Cornell University {https://ror.org/05bnh6r87}
"Computer Science Department, Cornell University, USA. E-mail:",Cornell University {https://ror.org/05bnh6r87}
"Computer Science Department, UCLA, Los Angeles, CA#TAB#","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Computer Science Department, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA. weiwang@cs.unc.edu#TAB#",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"Coordinated Science Laboratory, University of Illinois at Urbana Champaign",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Copenhagen University Ørsted Laboratory, Niels Bohr Institute Universitetsparken 5 DK - 2100 Copenhagen Ø Denmark#TAB#",University of Copenhagen {https://ror.org/035b05819}
"Cornell Univ, Ithica, NY",Cornell University {https://ror.org/05bnh6r87}
Cornell Univ. ,Cornell University {https://ror.org/05bnh6r87}
"Cornell University, Department of Computer Science, Ithaca, NY#TAB#",Cornell University {https://ror.org/05bnh6r87}
"Cornell University, Ithaca, NY",Cornell University {https://ror.org/05bnh6r87}
"DAMTP, CMS, University of Cambridge, Wilberforce Road, Cambridge CB3 0WA, UK and Department of Physics, University of Regina, Regina, SK, Canada S4S 0A2#TAB#",University of Cambridge {https://ror.org/013meh722}|University of Regina {https://ror.org/03dzc0485}
"DAMTP, University of Cambridge, Cambridge, U.K.",University of Cambridge {https://ror.org/013meh722}
DeepMind,DeepMind (United Kingdom) {https://ror.org/00971b260}
"Department of Anatomy, Ajou University School of Medicine Suwon, South Korea.",Ajou University {https://ror.org/03tzb2h73}
"Department of Anesthesiology, The Ohio State University, Wexner Medical Center, Columbus, OH",The Ohio State University {https://ror.org/00rs6vg23}|The Ohio State University Wexner Medical Center {https://ror.org/00c01js51}
"Department of Anesthesiology,Peking University Third Hospital,Beijing 100191,China",Peking University Third Hospital {https://ror.org/04wwqze12}
"Department of Applied Computing, University of Dundee, Dundee DD1 4HN, UK#TAB#",University of Dundee {https://ror.org/03h2bxq36}
"Department of Applied Computing, University of Dundee, Dundee, DD1 4HN, Scotland, UK",University of Dundee {https://ror.org/03h2bxq36}
"Department of Applied Computing, University of Dundee, Dundee, DD1 4HN, U.K.#TAB#",University of Dundee {https://ror.org/03h2bxq36}
"Department of Applied Computing, University of Dundee, Dundee, DD1 4HN, UK",University of Dundee {https://ror.org/03h2bxq36}
"Department of Applied Computing, University of Dundee, Dundee, DD1 4HN, United Kingdomf1E-mail: kedwards@computing.dundee.ac.ukf1#TAB#",University of Dundee {https://ror.org/03h2bxq36}
"Department of Applied Mathematics & Physics Kyoto University, Kyoto, Japan",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Physics, Graduate School of Engineering, Kyoto University, Kyoto 606-8501, Japan",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Physics, Graduate School of Informatics, Kyoto University, Kyoto 606-8301, Japan",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Physics, Graduate School of Informatics, Kyoto University, Kyoto 606-8501, Japan",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Physics, Graduate School of Informatics, Kyoto University, Kyoto 606-8501, Japan#TAB#",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Physics, Graduate School of Informatics, Kyoto University, Kyoto, Japan 606-8501 E-mail: ibaraki@i.kyoto-u.ac.jp#TAB#",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Physics, Kyoto University#TAB#",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Physics, Kyoto University, Sakyo, Kyoto, Japan",Kyoto University {https://ror.org/02kpeqv85}
"Department of Applied Mathematics and Theoretical Physics , University of Cambridge ",University of Cambridge {https://ror.org/013meh722}
"Department of Applied Mathematics and Theoretical Physics Silver Street Cambridge University Cambridge, England",University of Cambridge {https://ror.org/013meh722}
"Department of Applied Mathematics and Theoretical Physics University of Cambridge, Cambridge, England",University of Cambridge {https://ror.org/013meh722}
Department of Applied Mathematics and Theoretical Physics and Institute of Astronomy University of Cambridge,University of Cambridge {https://ror.org/013meh722}
"Department of Applied Mathematics and Theoretical Physics, Cambridge University, Wilberforce Road, CB3 0WA Cambridge, UK",University of Cambridge {https://ror.org/013meh722}
"Department of Applied Mathematics and Theoretical Physics, Centre for Mathematical Sciences, Cambridge University, Wilberforce Road, Cambridge CB3 OWA, UK",University of Cambridge {https://ror.org/013meh722}
"Department of Applied Mathematics and Theoretical Physics, University of Cambridge, Wilberforce Road, Cambridge CB3 0WA, UK",University of Cambridge {https://ror.org/013meh722}
"Department of Applied Mathematics and Theoretical Physics, and Institute of Theoretical Astronomy, University of Cambridge,",University of Cambridge {https://ror.org/013meh722}
"Department of Biochemistry and Molecular Biology, National Laboratory of Protein Engineering, College of Life Science, Peking University, Beijing, PR China",Peking University {https://ror.org/02v51f717}
"Department of Bioengineering, Instituto Cubano de Investigaciones de los Derivados de la Caña de Azúcar (ICIDCA), AP 4026, CP 11000, La Habana, Cuba",Instituto Cubano de Investigaciones de los Derivados de la Caña de Azúcar {https://ror.org/0147q3t04}
"Department of Biosciences, Durham University, Durham, DH1 3LE, UK.",Durham University {https://ror.org/01v29qb04}
"Department of Cardiovascular Medicine, Kobe City Medical Center General Hospital, Kobe, Japan.",Kobe City Medical Center General Hospital {https://ror.org/04j4nak57}
"Department of Chemical Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India",National Institute of Technology Tiruchirappalli {https://ror.org/047x65e68}
"Department of Chemistry, Moscow State University, Moscow, Russia",Lomonosov Moscow State University {https://ror.org/010pmpe69}
"Department of Community MedicineFaculty of Health Sciences, University of Tromsø Tromsø Norway",UiT The Arctic University of Norway {https://ror.org/00wge5k78}
"Department of Computer Science and 2 Department of Biostatistics, University of North Carolina at Chapel Hill",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"Department of Computer Science and Institute for Advanced Computer Studies, University of Maryland, College Park, MarylandU.S.A.","University of Maryland, College Park {https://ror.org/047s2c258}"
"Department of Computer Science, Fudan University;",Fudan University {https://ror.org/013q1eq08}
"Department of Computer Science, University of California, Los Angeles, CA;","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Department of Computer Science, University of California, Los Angeles, Ca#TAB#","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Department of Computer Science, University of California, Los Angeles, Los Angeles, CA#TAB#","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Department of Computer Science, University of North Carolina at Chapel Hill, Chapel Hill, U.S.A.#TAB#",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"Department of Computer Science, University of North Carolina at Chapel Hill, NC 27599, USA#TAB#",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"Department of Computer Science, University of North Carolina, Chapel Hill, weiwang@cs.unc.edu",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
Department of Computing Macquarie University  Sydney Australia,Macquarie University {https://ror.org/01sf06y89}
"Department of Computing and Information Technology Science, Fudan University, Shanghai, P.R.China",Fudan University {https://ror.org/013q1eq08}
"Department of Computing and Information Technology, FUDAN University, Shanghai, China#TAB#",Fudan University {https://ror.org/013q1eq08}
"Department of Computing and Information Technology, Fudan University, P.O. Box 200433, Shanghai, China#TAB#",Fudan University {https://ror.org/013q1eq08}
"Department of Computing and Information Technology, Fudan University, Shanghai 200433. P.R. China#TAB#",Fudan University {https://ror.org/013q1eq08}
"Department of Computing and Information Technology, University of Fudan, Shanghai 200433, P.R. China#TAB#",Fudan University {https://ror.org/013q1eq08}
"Department of Computing and Information Technology, University of Fudan, Shanghai, China",Fudan University {https://ror.org/013q1eq08}
"Department of Computing, Macquarie University, Sydney, Australia NSW",Macquarie University {https://ror.org/01sf06y89}
"Department of Computing, Macquarie University, Sydney, Australia#TAB#",Macquarie University {https://ror.org/01sf06y89}
"Department of Computing, Macquarie University, Sydney, NSW 2109, Australia",Macquarie University {https://ror.org/01sf06y89}
"Department of Computing, Macquarie University, Sydney, NSW 2109, Australia (Correspd. Tel.: +61 2 98509539; Fax: +61 2 98509551; yanwang@ics.mq.edu.au)#TAB#",Macquarie University {https://ror.org/01sf06y89}
"Department of Computing, Macquarie University, Sydney, NSW 2109, Australia.#TAB#",Macquarie University {https://ror.org/01sf06y89}
"Department of Dermatology, School of Medicine, The Catholic University of Daegu, Daegu, South Korea",Catholic University of Daegu {https://ror.org/04fxknd68}
"Department of Electrical Engineering, North Carolina A&T State University, Greensboro, NC#TAB#",North Carolina Agricultural and Technical State University {https://ror.org/02aze4h65}
"Department of Electronics and Communication Engineering, Syed Ammal Engineering College,Ramanathapuram, Tamilnadu, India",
"Department of Electronics and Telecommunication Engineering, Pravara Rural Engg. College, Loni, India",
"Department of Functional Brain Imaging, National Institutes for Quantum and Radiological Science and Technology",National Institutes for Quantum and Radiological Science and Technology {https://ror.org/020rbyg91}
"Department of General Engineering University of Illinois, Urbana, IL 61801, USA#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Department of General Engineering, Illinois Genetic Algorithms Laboratory, University of Illinois, Urbana, IL 61801, USA#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Department of General Engineering, University of Illinois at Urbana-Champaign, 117 Transportation Building, 104 South Mathews, Urbana, IL 61801-2996",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Department of Geography, Peking University, Beijing 100871, China",Peking University {https://ror.org/02v51f717}
"Department of Harbor and River Engineering, Taiwan Ocean University, Keelung, Taiwan, ROC",National Taiwan Ocean University {https://ror.org/03bvvnt49}
"Department of Hepatobiliary and Pancreatic Surgery, Tianjin Nankai Hospital, Tianjin, China",Tianjin Nankai Hospital {https://ror.org/00hq79z10}
"Department of Information Engineering, Chongqing Communication Institute, China",
"Department of Integrative Structural, and Computational Biology, The Scripps Research Institute",Scripps Research Institute {https://ror.org/02dxx6824}
"Department of Internal Medicine,Yonsei University College of Medicine, Seoul, Korea",Yonsei University {https://ror.org/01wjejq96}
"Department of Mathematics and Computer Science, University of Dundee, Dundee DD1 4HN, U.K.",University of Dundee {https://ror.org/03h2bxq36}
"Department of Mathematics and Computer Science, University of Dundee, Dundee DD1 4HN, UK",University of Dundee {https://ror.org/03h2bxq36}
"Department of Mathematics and Computer Science, University of Dundee, Dundee DDI 4HN, UK",University of Dundee {https://ror.org/03h2bxq36}
"Department of Mathematics and Statistics University of Calgary Calgary, Alberta T2N 1N4 Canada",University of Calgary {https://ror.org/03yjb2x39}
"Department of Mathematics and Statistics, University of Calgary, Calgary Alberta, Canada;",University of Calgary {https://ror.org/03yjb2x39}
"Department of Mathematics and Statistics, University of Calgary, Calgary, Alberta, Canada, T2N 1N4",University of Calgary {https://ror.org/03yjb2x39}
"Department of Mathematics and Statistics, University of Calgary, Calgary, Alberta, T2N 1N4, Canada ramollin@math.ucalgary.ca",University of Calgary {https://ror.org/03yjb2x39}
"Department of Mathematics of the Science, Tinjin University, Tianjin, China#TAB#",Tianjin University {https://ror.org/012tb2g32}
"Department of Mathematics, Chinese University of Hong Kong, Hong Kong, P.R. China",Chinese University of Hong Kong {https://ror.org/00t33hh48}
"Department of Mathematics, Chinese University of Hong Kong, New Territories, Hong Kong",Chinese University of Hong Kong {https://ror.org/00t33hh48}
"Department of Mathematics, Chinese University of Hong Kong, Shatin, Hong Kong",Chinese University of Hong Kong {https://ror.org/00t33hh48}
"Department of Mathematics, College of Science King Saud University  Riyadh Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Department of Mathematics, College of Science, King Saud University, Riyadh, 11451, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Department of Mathematics, Statistics and Computing Science Dalhousi University, Halifax, Nova Scotia, Canada B3H 3J5#TAB#",Dalhousie University {https://ror.org/01e6qks80}
"Department of Mechanical Engineering , The University of Calgary , Calgary, Canada ",University of Calgary {https://ror.org/03yjb2x39}
"Department of Mechanical Engineering, Universitas Sebelas Maret, Surakarta, 57126, Indonesia",Sebelas Maret University {https://ror.org/021hq5q33}
"Department of Medical Physics, Ipswich Hospital, Ipswich, UK",Ipswich Hospital {https://ror.org/05m3qrs33}
"Department of Neurosurgery, Tohoku University, Graduate School of Medicine, Sendai, Miyagi, Japan.",Tohoku University {https://ror.org/01dq60k83}
Department of Oceanography National Sun Yat‐sen University Kaohsiung Taiwan,National Sun Yat-sen University {https://ror.org/00mjawt10}
"Department of Pharmacology, SRM Medical College Hospital & Research Centre, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India",SRM Institute of Science and Technology {https://ror.org/050113w36}
"Department of Physics and Astronomy, State University of New York at Stony Brook, New York 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics and Astronomy, State University of New York at Stony Brook, Stony Brook, NY 11794-3800, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics and Astronomy, State University of New York, Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics and Astronomy, State University of New York, Stony Brook, NY 11794-3800, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics and Astronomy, State University of New York, Stony Brook, New York 11794-3800, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics and Astronomy, University at Stony Brook, Stony Brook NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, Inje University, Kimhae 621-749, South Korea",Inje University {https://ror.org/04xqwq985}
"Department of Physics, SUNY, Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, Stale University of New York, Stony Brook, New York 11794 USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, State University of New York at Stony Brook, Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, State University of New York at Stony Brook, Stony Brook, NY 11794-3800, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, State University of New York at Stony Brook, Stony Brook, New York",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, State University of New York, Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, State University of New York, Stony Brook, New York 11790, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, State University of New York, Stony Brook, New York 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Department of Physics, The University of Tokyo, Tokyo 113-0033, Japan",The University of Tokyo {https://ror.org/057zh3y96}
"Department of Physics, The University, Newcastle upon Tyne, England",Newcastle University {https://ror.org/01kj2bm70}
"Department of Pulmonary Medicine, C.S.M. Medical University, Lucknow, Uttar Pradesh, India.",King George's Medical University {https://ror.org/00gvw6327}
"Department of Respiratory Medicine, Shizuoka General Hospital, Shizuoka, Japan.",Shizuoka General Hospital {https://ror.org/0457h8c53}
"Department of Surgery Yonsei University College of Medicine Seoul, Korea",Yonsei University {https://ror.org/01wjejq96}
"Department of Urology, PLA General Hospital/Medical school, Beijing, China.",Chinese PLA General Hospital {https://ror.org/04gw3ra78}
"Department of Veterinary Microbiology, Western College of Veterinary Medicine, University of Saskatchewan",University of Saskatchewan {https://ror.org/010x8gc63}
"Departments of University Hospital Maastricht, The Netherlands",Maastricht University Medical Centre {https://ror.org/02d9ce178}
"Dept. d'Inf. et de Recherche Oper., Montreal Univ., Que., Canada",Université de Montréal {https://ror.org/0161xgx34}
"Dept. of Applied Mathematics & Physics, Faculty of Engineering, Kyoto University, Kyoto, JAPAN",Kyoto University {https://ror.org/02kpeqv85}
